exon	region	chrom	start	end	strand	direction
exon308_PDE3A	3p	chr12	20837042	20840509	+	reverse
exon309_ABCD2	exon	chr12	39945022	39947933	-	forward
exon309_ABCD2	5p	chr12	39947934	39958029	-	reverse
exon309_ABCD2	3p	chr12	39934926	39945021	-	forward
exon310_CNTN1	exon	chr12	41463761	41466214	+	forward
exon310_CNTN1	5p	chr12	41456969	41463760	+	forward
exon310_CNTN1	3p	chr12	41466215	41473006	+	reverse
exon311_ARID2	exon	chr12	46298717	46301823	+	forward
exon311_ARID2	5p	chr12	46297809	46298716	+	forward
exon311_ARID2	3p	chr12	46301824	46302731	+	reverse
exon312_CCDC184	exon	chr12	48577366	48579709	+	forward
exon312_CCDC184	5p	chr12	48570614	48577365	+	forward
exon312_CCDC184	3p	chr12	48579710	48586461	+	reverse
exon313_TESPA1	exon	chr12	55342087	55344174	-	forward
exon313_TESPA1	5p	chr12	55344175	55350114	-	reverse
exon313_TESPA1	3p	chr12	55336147	55342086	-	forward
exon314_FAM19A2	exon	chr12	62102029	62104198	-	forward
exon314_FAM19A2	5p	chr12	62104199	62107646	-	reverse
exon314_FAM19A2	3p	chr12	62098581	62102028	-	forward
exon315_PPM1H	exon	chr12	63037762	63042416	-	forward
exon315_PPM1H	5p	chr12	63042417	63055404	-	reverse
exon315_PPM1H	3p	chr12	63024774	63037761	-	forward
exon316_SRGAP1	exon	chr12	64536075	64541643	+	forward
exon316_SRGAP1	5p	chr12	64525183	64536074	+	forward
exon316_SRGAP1	3p	chr12	64541644	64552535	+	reverse
exon317_HMGA2	exon	chr12	66357025	66360071	+	forward
exon317_HMGA2	5p	chr12	66355249	66357024	+	forward
exon317_HMGA2	3p	chr12	66360072	66361847	+	reverse
exon318_LRRC10	exon	chr12	70002344	70004942	-	forward
exon318_LRRC10	5p	chr12	70004943	70007450	-	reverse
exon318_LRRC10	3p	chr12	69999836	70002343	-	forward
exon319_BEST3	exon	chr12	70047389	70049593	-	forward
exon319_BEST3	5p	chr12	70049594	70052489	-	reverse
exon319_BEST3	3p	chr12	70044493	70047388	-	forward
exon320_KCNMB4	exon	chr12	70824265	70828072	+	forward
exon320_KCNMB4	5p	chr12	70797225	70824264	+	forward
exon320_KCNMB4	3p	chr12	70828073	70855112	+	reverse
exon321_ATXN7L3B	exon	chr12	74931551	74935232	+	forward
exon321_ATXN7L3B	5p	chr12	74914147	74931550	+	forward
exon321_ATXN7L3B	3p	chr12	74935233	74952636	+	reverse
exon322_LIN7A	exon	chr12	81186299	81191505	-	forward
exon322_LIN7A	5p	chr12	81191506	81196425	-	reverse
exon322_LIN7A	3p	chr12	81181379	81186298	-	forward
exon323_KITLG	exon	chr12	88886570	88890958	-	forward
exon323_KITLG	5p	chr12	88890959	88894770	-	reverse
exon323_KITLG	3p	chr12	88882758	88886569	-	forward
exon324_ATP2B1	exon	chr12	89981826	89985072	-	forward
exon324_ATP2B1	5p	chr12	89985073	89988652	-	reverse
exon324_ATP2B1	3p	chr12	89978246	89981825	-	forward
exon325_CHST11	exon	chr12	105150727	105155792	+	forward
exon325_CHST11	5p	chr12	105110759	105150726	+	forward
exon325_CHST11	3p	chr12	105155793	105195760	+	reverse
exon326_TMEM132C	exon	chr12	129189635	129192460	+	forward
exon326_TMEM132C	5p	chr12	129188131	129189634	+	forward
exon326_TMEM132C	3p	chr12	129192461	129193964	+	reverse
exon327_GLT1D1	exon	chr12	129467474	129469509	+	forward
exon327_GLT1D1	5p	chr12	129447262	129467473	+	forward
exon327_GLT1D1	3p	chr12	129469510	129489721	+	reverse
exon328_ZNF891	exon	chr12	133696555	133698610	-	forward
exon328_ZNF891	5p	chr12	133698611	133705586	-	reverse
exon328_ZNF891	3p	chr12	133689579	133696554	-	forward
exon329_GJA3	exon	chr13	20712394	20717444	-	forward
exon329_GJA3	5p	chr13	20717445	20722008	-	reverse
exon329_GJA3	3p	chr13	20707830	20712393	-	forward
exon330_PABPC3	exon	chr13	25670276	25672705	+	forward
exon330_PABPC3	5p	chr13	25651956	25670275	+	forward
exon330_PABPC3	3p	chr13	25672706	25691025	+	reverse
exon331_SERTM1	exon	chr13	37269043	37271976	+	forward
exon331_SERTM1	5p	chr13	37256159	37269042	+	forward
exon331_SERTM1	3p	chr13	37271977	37284860	+	reverse
exon332_CSNK1A1L	exon	chr13	37677397	37679801	-	forward
exon332_CSNK1A1L	5p	chr13	37679802	37680113	-	reverse
exon332_CSNK1A1L	3p	chr13	37677085	37677396	-	forward
exon333_COG6	exon	chr13	40362472	40365802	+	forward
exon333_COG6	5p	chr13	40349528	40362471	+	forward
exon333_COG6	3p	chr13	40365803	40378746	+	reverse
exon334_KBTBD7	exon	chr13	41765527	41768711	-	forward
exon334_KBTBD7	5p	chr13	41768712	41784363	-	reverse
exon334_KBTBD7	3p	chr13	41749875	41765526	-	forward
exon335_EPSTI1	exon	chr13	43460524	43462638	-	forward
exon335_EPSTI1	5p	chr13	43462639	43463602	-	reverse
exon335_EPSTI1	3p	chr13	43459560	43460523	-	forward
exon336_SIAH3	exon	chr13	46354405	46358192	-	forward
exon336_SIAH3	5p	chr13	46358193	46361192	-	reverse
exon336_SIAH3	3p	chr13	46351405	46354404	-	forward
exon337_LRCH1	exon	chr13	47315777	47319036	+	forward
exon337_LRCH1	5p	chr13	47310893	47315776	+	forward
exon337_LRCH1	3p	chr13	47319037	47323920	+	reverse
exon338_LRCH1	exon	chr13	47324675	47327176	+	forward
exon338_LRCH1	5p	chr13	47321903	47324674	+	forward
exon338_LRCH1	3p	chr13	47327177	47329948	+	reverse
exon339_CAB39L	exon	chr13	49882786	49885129	-	forward
exon339_CAB39L	5p	chr13	49885130	49897633	-	reverse
exon339_CAB39L	3p	chr13	49870282	49882785	-	forward
exon340_DLEU7	exon	chr13	51285162	51287376	-	forward
exon340_DLEU7	5p	chr13	51287377	51319620	-	reverse
exon340_DLEU7	3p	chr13	51252918	51285161	-	forward
exon341_FAM124A	exon	chr13	51854586	51858377	+	forward
exon341_FAM124A	5p	chr13	51848662	51854585	+	forward
exon341_FAM124A	3p	chr13	51858378	51864301	+	reverse
exon342_PCDH17	exon	chr13	58205789	58209245	+	forward
exon342_PCDH17	5p	chr13	58176993	58205788	+	forward
exon342_PCDH17	3p	chr13	58209246	58238041	+	reverse
exon343_PCDH17	exon	chr13	58298746	58303065	+	forward
exon343_PCDH17	5p	chr13	58273778	58298745	+	forward
exon343_PCDH17	3p	chr13	58303066	58328033	+	reverse
exon344_PCDH9	exon	chr13	66876966	66879160	-	forward
exon344_PCDH9	5p	chr13	66879161	66890400	-	reverse
exon344_PCDH9	3p	chr13	66865726	66876965	-	forward
exon345_DACH1	exon	chr13	72012098	72014824	-	forward
exon345_DACH1	5p	chr13	72014825	72016408	-	reverse
exon345_DACH1	3p	chr13	72010514	72012097	-	forward
exon346_RAP2A	exon	chr13	98116459	98120252	+	forward
exon346_RAP2A	5p	chr13	98114763	98116458	+	forward
exon346_RAP2A	3p	chr13	98120253	98121948	+	reverse
exon347_FAM155A	exon	chr13	107820879	107823134	-	forward
exon347_FAM155A	5p	chr13	107823135	107827430	-	reverse
exon347_FAM155A	3p	chr13	107816583	107820878	-	forward
exon348_IRS2	exon	chr13	110434389	110438914	-	forward
exon348_IRS2	5p	chr13	110438915	110453770	-	reverse
exon348_IRS2	3p	chr13	110419533	110434388	-	forward
exon349_SOX1	exon	chr13	112721913	112726020	+	forward
exon349_SOX1	5p	chr13	112705989	112721912	+	forward
exon349_SOX1	3p	chr13	112726021	112741944	+	reverse
exon350_MIPOL1	exon	chr14	38016110	38020464	+	forward
exon350_MIPOL1	5p	chr14	37999110	38016109	+	forward
exon350_MIPOL1	3p	chr14	38020465	38037464	+	reverse
exon351_CLEC14A	exon	chr14	38723205	38725575	-	forward
exon351_CLEC14A	5p	chr14	38725576	38726223	-	reverse
exon351_CLEC14A	3p	chr14	38722557	38723204	-	forward
exon352_L2HGDH	exon	chr14	50709152	50713971	-	forward
exon352_L2HGDH	5p	chr14	50713972	50724411	-	reverse
exon352_L2HGDH	3p	chr14	50698712	50709151	-	forward
exon353_TMEM30B	exon	chr14	61744088	61748530	-	forward
exon353_TMEM30B	5p	chr14	61748531	61769974	-	reverse
exon353_TMEM30B	3p	chr14	61722644	61744087	-	forward
exon354_ADAM20	exon	chr14	70989078	70991650	-	forward
exon354_ADAM20	5p	chr14	70991651	70991918	-	reverse
exon354_ADAM20	3p	chr14	70988810	70989077	-	forward
exon355_RGS6	exon	chr14	73029125	73033238	+	forward
exon355_RGS6	5p	chr14	73020145	73029124	+	forward
exon355_RGS6	3p	chr14	73033239	73042218	+	reverse
exon356_MAGEL2	exon	chr15	23888696	23892993	-	forward
exon356_MAGEL2	5p	chr15	23892994	23913529	-	reverse
exon356_MAGEL2	3p	chr15	23868160	23888695	-	forward
exon357_GABRB3	exon	chr15	26788693	26793281	-	forward
exon357_GABRB3	5p	chr15	26793282	26794477	-	reverse
exon357_GABRB3	3p	chr15	26787497	26788692	-	forward
exon358_KLF13	exon	chr15	31664213	31670102	+	forward
exon358_KLF13	5p	chr15	31644493	31664212	+	forward
exon358_KLF13	3p	chr15	31670103	31689822	+	reverse
exon359_BMF	exon	chr15	40380091	40384089	-	forward
exon359_BMF	5p	chr15	40384090	40388829	-	reverse
exon359_BMF	3p	chr15	40375351	40380090	-	forward
exon360_WDR72	exon	chr15	53805938	53809951	-	forward
exon360_WDR72	5p	chr15	53809952	53812815	-	reverse
exon360_WDR72	3p	chr15	53803074	53805937	-	forward
exon361_UNC13C	exon	chr15	54304845	54308083	+	forward
exon361_UNC13C	5p	chr15	54287285	54304844	+	forward
exon361_UNC13C	3p	chr15	54308084	54325643	+	reverse
exon362_RAB27A	exon	chr15	55495164	55497903	-	forward
exon362_RAB27A	5p	chr15	55497904	55499267	-	reverse
exon362_RAB27A	3p	chr15	55493800	55495163	-	forward
exon363_C15orf59	exon	chr15	74027772	74032983	-	forward
exon363_C15orf59	5p	chr15	74032984	74035911	-	reverse
exon363_C15orf59	3p	chr15	74024844	74027771	-	forward
exon364_RPP25	exon	chr15	75247443	75249775	-	forward
exon364_RPP25	5p	chr15	75249776	75251007	-	reverse
exon364_RPP25	3p	chr15	75246211	75247442	-	forward
exon365_TSPAN3	exon	chr15	77336359	77339269	-	forward
exon365_TSPAN3	5p	chr15	77339270	77343145	-	reverse
exon365_TSPAN3	3p	chr15	77332483	77336358	-	forward
exon366_LINGO1	exon	chr15	77905366	77908242	-	forward
exon366_LINGO1	5p	chr15	77908243	77917478	-	reverse
exon366_LINGO1	3p	chr15	77896130	77905365	-	forward
exon367_TMED3	exon	chr15	79703742	79706228	+	forward
exon367_TMED3	5p	chr15	79677274	79703741	+	forward
exon367_TMED3	3p	chr15	79706229	79732696	+	reverse
exon368_SAXO2	exon	chr15	82574460	82577268	+	forward
exon368_SAXO2	5p	chr15	82566176	82574459	+	forward
exon368_SAXO2	3p	chr15	82577269	82585552	+	reverse
exon369_CHSY1	exon	chr15	101715928	101719185	-	forward
exon369_CHSY1	5p	chr15	101719186	101720329	-	reverse
exon369_CHSY1	3p	chr15	101714784	101715927	-	forward
exon370_FLYWCH1	exon	chr16	2998689	3001209	+	forward
exon370_FLYWCH1	5p	chr16	2995313	2998688	+	forward
exon370_FLYWCH1	3p	chr16	3001210	3004585	+	reverse
exon371_ADCY9	exon	chr16	4012650	4016967	-	forward
exon371_ADCY9	5p	chr16	4016968	4022351	-	reverse
exon371_ADCY9	3p	chr16	4007266	4012649	-	forward
exon372_C16orf72	exon	chr16	9210525	9213555	+	forward
exon372_C16orf72	5p	chr16	9201121	9210524	+	forward
exon372_C16orf72	3p	chr16	9213556	9222959	+	reverse
exon373_SNX29	exon	chr16	12662363	12668146	+	forward
exon373_SNX29	5p	chr16	12652351	12662362	+	forward
exon373_SNX29	3p	chr16	12668147	12678158	+	reverse
exon374_CPPED1	exon	chr16	12753656	12758972	-	forward
exon374_CPPED1	5p	chr16	12758973	12781328	-	reverse
exon374_CPPED1	3p	chr16	12731300	12753655	-	forward
exon375_SHISA9	exon	chr16	13002336	13005507	+	forward
exon375_SHISA9	5p	chr16	12999396	13002335	+	forward
exon375_SHISA9	3p	chr16	13005508	13008447	+	reverse
exon376_SHISA9	exon	chr16	13328887	13334273	+	forward
exon376_SHISA9	5p	chr16	13315791	13328886	+	forward
exon376_SHISA9	3p	chr16	13334274	13347369	+	reverse
exon377_ANKS4B	exon	chr16	21261052	21263750	+	forward
exon377_ANKS4B	5p	chr16	21260156	21261051	+	forward
exon377_ANKS4B	3p	chr16	21263751	21264646	+	reverse
exon378_HS3ST4	exon	chr16	26146933	26149009	+	forward
exon378_HS3ST4	5p	chr16	26137013	26146932	+	forward
exon378_HS3ST4	3p	chr16	26149010	26158929	+	reverse
exon379_C16orf82	exon	chr16	27078219	27080487	+	forward
exon379_C16orf82	5p	chr16	27059855	27078218	+	forward
exon379_C16orf82	3p	chr16	27080488	27098851	+	reverse
exon380_GSG1L	exon	chr16	27798850	27802788	-	forward
exon380_GSG1L	5p	chr16	27802789	27808500	-	reverse
exon380_GSG1L	3p	chr16	27793138	27798849	-	forward
exon381_FTO	exon	chr16	54145674	54148379	+	forward
exon381_FTO	5p	chr16	54140102	54145673	+	forward
exon381_FTO	3p	chr16	54148380	54153951	+	reverse
exon382_LOC729159	exon	chr16	60391583	60393697	-	forward
exon382_LOC729159	5p	chr16	60393698	60422181	-	reverse
exon382_LOC729159	3p	chr16	60363099	60391582	-	forward
exon383_CYB5B	exon	chr16	69496333	69500167	+	forward
exon383_CYB5B	5p	chr16	69486517	69496332	+	forward
exon383_CYB5B	3p	chr16	69500168	69509983	+	reverse
exon384_CRK	exon	chr17	1324647	1326944	-	forward
exon384_CRK	5p	chr17	1326945	1330248	-	reverse
exon384_CRK	3p	chr17	1321343	1324646	-	forward
exon385_RTN4RL1	exon	chr17	1837971	1841102	-	forward
exon385_RTN4RL1	5p	chr17	1841103	1844606	-	reverse
exon385_RTN4RL1	3p	chr17	1834467	1837970	-	forward
exon386_UBE2G1	exon	chr17	4172512	4175811	-	forward
exon386_UBE2G1	5p	chr17	4175812	4180139	-	reverse
exon386_UBE2G1	3p	chr17	4168184	4172511	-	forward
exon387_GLP2R	exon	chr17	9792687	9795420	+	forward
exon387_GLP2R	5p	chr17	9792259	9792686	+	forward
exon387_GLP2R	3p	chr17	9795421	9795848	+	reverse
exon388_MAP2K4	exon	chr17	12044464	12047148	+	forward
exon388_MAP2K4	5p	chr17	12043992	12044463	+	forward
exon388_MAP2K4	3p	chr17	12047149	12047620	+	reverse
exon389_HS3ST3A1	exon	chr17	13397349	13400135	-	forward
exon389_HS3ST3A1	5p	chr17	13400136	13417851	-	reverse
exon389_HS3ST3A1	3p	chr17	13379633	13397348	-	forward
exon390_ARHGAP23	exon	chr17	36666180	36668628	+	forward
exon390_ARHGAP23	5p	chr17	36662336	36666179	+	forward
exon390_ARHGAP23	3p	chr17	36668629	36672472	+	reverse
exon391_SRCIN1	exon	chr17	36686259	36689666	-	forward
exon391_SRCIN1	5p	chr17	36689667	36696874	-	reverse
exon391_SRCIN1	3p	chr17	36679051	36686258	-	forward
exon392_EPOP	exon	chr17	36827956	36831187	-	forward
exon392_EPOP	5p	chr17	36831188	36852219	-	reverse
exon392_EPOP	3p	chr17	36806924	36827955	-	forward
exon393_KIF2B	exon	chr17	51900239	51902573	+	forward
exon393_KIF2B	5p	chr17	51893951	51900238	+	forward
exon393_KIF2B	3p	chr17	51902574	51908861	+	reverse
exon394_YPEL2	exon	chr17	57474462	57479095	+	forward
exon394_YPEL2	5p	chr17	57469302	57474461	+	forward
exon394_YPEL2	3p	chr17	57479096	57484255	+	reverse
exon395_PPM1D	exon	chr17	58740356	58743641	+	forward
exon395_PPM1D	5p	chr17	58736404	58740355	+	forward
exon395_PPM1D	3p	chr17	58743642	58747593	+	reverse
exon396_PECAM1	exon	chr17	62396775	62401205	-	forward
exon396_PECAM1	5p	chr17	62401206	62406649	-	reverse
exon396_PECAM1	3p	chr17	62391331	62396774	-	forward
exon397_CDC42EP4	exon	chr17	71279763	71282751	-	forward
exon397_CDC42EP4	5p	chr17	71282752	71285003	-	reverse
exon397_CDC42EP4	3p	chr17	71277511	71279762	-	forward
exon398_SDK2	exon	chr17	71330523	71335079	-	forward
exon398_SDK2	5p	chr17	71335080	71343207	-	reverse
exon398_SDK2	3p	chr17	71322395	71330522	-	forward
exon399_BIRC5	exon	chr17	76219546	76221716	+	forward
exon399_BIRC5	5p	chr17	76215206	76219545	+	forward
exon399_BIRC5	3p	chr17	76221717	76226056	+	reverse
exon400_FOXK2	exon	chr17	80559179	80562483	+	forward
exon400_FOXK2	5p	chr17	80549387	80559178	+	forward
exon400_FOXK2	3p	chr17	80562484	80572275	+	reverse
exon401_YES1	exon	chr18	721592	724632	-	forward
exon401_YES1	5p	chr18	724633	732556	-	reverse
exon401_YES1	3p	chr18	713668	721591	-	forward
exon402_RAB31	exon	chr18	9859225	9862553	+	forward
exon402_RAB31	5p	chr18	9850221	9859224	+	forward
exon402_RAB31	3p	chr18	9862554	9871557	+	reverse
exon403_MC2R	exon	chr18	13882043	13885645	-	forward
exon403_MC2R	5p	chr18	13885646	13886761	-	reverse
exon403_MC2R	3p	chr18	13880927	13882042	-	forward
exon404_TMEM241	exon	chr18	20875977	20878031	-	forward
exon404_TMEM241	5p	chr18	20878032	20878407	-	reverse
exon404_TMEM241	3p	chr18	20875601	20875976	-	forward
exon405_ANKRD29	exon	chr18	21178890	21181273	-	forward
exon405_ANKRD29	5p	chr18	21181274	21191493	-	reverse
exon405_ANKRD29	3p	chr18	21168670	21178889	-	forward
exon406_SETBP1	exon	chr18	42529846	42533305	+	forward
exon406_SETBP1	5p	chr18	42514990	42529845	+	forward
exon406_SETBP1	3p	chr18	42533306	42548161	+	reverse
exon407_SMAD7	exon	chr18	46446223	46448280	-	forward
exon407_SMAD7	5p	chr18	46448281	46450840	-	reverse
exon407_SMAD7	3p	chr18	46443663	46446222	-	forward
exon408_WDR7	exon	chr18	54694235	54697036	+	forward
exon408_WDR7	5p	chr18	54691459	54694234	+	forward
exon408_WDR7	3p	chr18	54697037	54699812	+	reverse
exon409_BOD1L2	exon	chr18	54814293	54817639	+	forward
exon409_BOD1L2	5p	chr18	54807153	54814292	+	forward
exon409_BOD1L2	3p	chr18	54817640	54824779	+	reverse
exon410_ALPK2	exon	chr18	56202066	56205456	-	forward
exon410_ALPK2	5p	chr18	56205457	56208312	-	reverse
exon410_ALPK2	3p	chr18	56199210	56202065	-	forward
exon411_ZNF532	exon	chr18	56585503	56587865	+	forward
exon411_ZNF532	5p	chr18	56577911	56585502	+	forward
exon411_ZNF532	3p	chr18	56587866	56595457	+	reverse
exon412_TNFRSF11A	exon	chr18	60051984	60054943	+	forward
exon412_TNFRSF11A	5p	chr18	60043808	60051983	+	forward
exon412_TNFRSF11A	3p	chr18	60054944	60063119	+	reverse
exon413_BCL2	exon	chr18	60790579	60795992	-	forward
exon413_BCL2	5p	chr18	60795993	60802172	-	reverse
exon413_BCL2	3p	chr18	60784399	60790578	-	forward
exon414_ZNF407	exon	chr18	72775106	72777628	+	forward
exon414_ZNF407	5p	chr18	72755762	72775105	+	forward
exon414_ZNF407	3p	chr18	72777629	72796972	+	reverse
exon415_TSHZ1	exon	chr18	72997403	73001905	+	forward
exon415_TSHZ1	5p	chr18	72976871	72997402	+	forward
exon415_TSHZ1	3p	chr18	73001906	73022437	+	reverse
exon416_GNG7	exon	chr19	2511218	2515145	-	forward
exon416_GNG7	5p	chr19	2515146	2518553	-	reverse
exon416_GNG7	3p	chr19	2507810	2511217	-	forward
exon417_FEM1A	exon	chr19	4791728	4795571	+	forward
exon417_FEM1A	5p	chr19	4790044	4791727	+	forward
exon417_FEM1A	3p	chr19	4795572	4797255	+	reverse
exon418_OR7A5	exon	chr19	14937139	14939276	-	forward
exon418_OR7A5	5p	chr19	14939277	14940424	-	reverse
exon418_OR7A5	3p	chr19	14935991	14937138	-	forward
exon419_ZNF506	exon	chr19	19903520	19906469	-	forward
exon419_ZNF506	5p	chr19	19906470	19914137	-	reverse
exon419_ZNF506	3p	chr19	19895852	19903519	-	forward
exon420_ZNF253	exon	chr19	20002283	20004293	+	forward
exon420_ZNF253	5p	chr19	19997147	20002282	+	forward
exon420_ZNF253	3p	chr19	20004294	20009429	+	reverse
exon421_ZNF93	exon	chr19	20043991	20046382	+	forward
exon421_ZNF93	5p	chr19	20030535	20043990	+	forward
exon421_ZNF93	3p	chr19	20046383	20059838	+	reverse
exon422_ZNF682	exon	chr19	20115227	20118084	-	forward
exon422_ZNF682	5p	chr19	20118085	20121452	-	reverse
exon422_ZNF682	3p	chr19	20111859	20115226	-	forward
exon423_ZNF429	exon	chr19	21719082	21723470	+	forward
exon423_ZNF429	5p	chr19	21715978	21719081	+	forward
exon423_ZNF429	3p	chr19	21723471	21726574	+	reverse
exon424_ZNF100	exon	chr19	21906843	21910791	-	forward
exon424_ZNF100	5p	chr19	21910792	21911947	-	reverse
exon424_ZNF100	3p	chr19	21905687	21906842	-	forward
exon425_ZNF43	exon	chr19	21987751	21992609	-	forward
exon425_ZNF43	5p	chr19	21992610	21997017	-	reverse
exon425_ZNF43	3p	chr19	21983343	21987750	-	forward
exon426_ZNF676	exon	chr19	22361903	22364388	-	forward
exon426_ZNF676	5p	chr19	22364389	22373380	-	reverse
exon426_ZNF676	3p	chr19	22352911	22361902	-	forward
exon427_ZNF729	exon	chr19	22496473	22499978	+	forward
exon427_ZNF729	5p	chr19	22489165	22496472	+	forward
exon427_ZNF729	3p	chr19	22499979	22507286	+	reverse
exon428_ZNF728	exon	chr19	23157685	23159912	-	forward
exon428_ZNF728	5p	chr19	23159913	23167740	-	reverse
exon428_ZNF728	3p	chr19	23149857	23157684	-	forward
exon429_ZNF254	exon	chr19	24309056	24312770	+	forward
exon429_ZNF254	5p	chr19	24307848	24309055	+	forward
exon429_ZNF254	3p	chr19	24312771	24313978	+	reverse
exon430_ZNF536	exon	chr19	30934468	30936639	+	forward
exon430_ZNF536	5p	chr19	30923592	30934467	+	forward
exon430_ZNF536	3p	chr19	30936640	30947515	+	reverse
exon431_TSHZ3	exon	chr19	31765851	31770658	-	forward
exon431_TSHZ3	5p	chr19	31770659	31793898	-	reverse
exon431_TSHZ3	3p	chr19	31742611	31765850	-	forward
exon432_ZNF599	exon	chr19	35248979	35251464	-	forward
exon432_ZNF599	5p	chr19	35251465	35255232	-	reverse
exon432_ZNF599	3p	chr19	35245211	35248978	-	forward
exon433_FFAR2	exon	chr19	35940617	35942669	+	forward
exon433_FFAR2	5p	chr19	35937509	35940616	+	forward
exon433_FFAR2	3p	chr19	35942670	35945777	+	reverse
exon434_ZNF146	exon	chr19	36726561	36729676	+	forward
exon434_ZNF146	5p	chr19	36723793	36726560	+	forward
exon434_ZNF146	3p	chr19	36729677	36732444	+	reverse
exon435_ZNF566	exon	chr19	36936021	36940903	-	forward
exon435_ZNF566	5p	chr19	36940904	36961603	-	reverse
exon435_ZNF566	3p	chr19	36915321	36936020	-	forward
exon436_ZNF345	exon	chr19	37367687	37370477	+	forward
exon436_ZNF345	5p	chr19	37362123	37367686	+	forward
exon436_ZNF345	3p	chr19	37370478	37376041	+	reverse
exon437_ZNF781	exon	chr19	38158650	38161457	-	forward
exon437_ZNF781	5p	chr19	38161458	38170333	-	reverse
exon437_ZNF781	3p	chr19	38149774	38158649	-	forward
exon438_ZNF233	exon	chr19	44777052	44779470	+	forward
exon438_ZNF233	5p	chr19	44771968	44777051	+	forward
exon438_ZNF233	3p	chr19	44779471	44784554	+	reverse
exon439_ZNF235	exon	chr19	44790501	44793349	-	forward
exon439_ZNF235	5p	chr19	44793350	44795365	-	reverse
exon439_ZNF235	3p	chr19	44788485	44790500	-	forward
exon440_ZNF112	exon	chr19	44830706	44834089	-	forward
exon440_ZNF112	5p	chr19	44834090	44835777	-	reverse
exon440_ZNF112	3p	chr19	44829018	44830705	-	forward
exon441_CCDC8	exon	chr19	46913586	46916919	-	forward
exon441_CCDC8	5p	chr19	46916920	46921211	-	reverse
exon441_CCDC8	3p	chr19	46909294	46913585	-	forward
exon442_ARHGAP35	exon	chr19	47421933	47425613	+	forward
exon442_ARHGAP35	5p	chr19	47416061	47421932	+	forward
exon442_ARHGAP35	3p	chr19	47425614	47431485	+	reverse
exon443_FPR3	exon	chr19	52326992	52329443	+	forward
exon443_FPR3	5p	chr19	52312948	52326991	+	forward
exon443_FPR3	3p	chr19	52329444	52343487	+	reverse
exon444_ZNF841	exon	chr19	52567719	52570863	-	forward
exon444_ZNF841	5p	chr19	52570864	52573051	-	reverse
exon444_ZNF841	3p	chr19	52565531	52567718	-	forward
exon445_ZNF888	exon	chr19	53409146	53411432	-	forward
exon445_ZNF888	5p	chr19	53411433	53412920	-	reverse
exon445_ZNF888	3p	chr19	53407658	53409145	-	forward
exon446_ZNF667	exon	chr19	56950693	56954110	-	forward
exon446_ZNF667	5p	chr19	56954111	56956506	-	reverse
exon446_ZNF667	3p	chr19	56948297	56950692	-	forward
exon447_ZNF71	exon	chr19	57132636	57135550	+	forward
exon447_ZNF71	5p	chr19	57130820	57132635	+	forward
exon447_ZNF71	3p	chr19	57135551	57137366	+	reverse
exon448_ZCCHC3	exon	chr20	278204	280965	+	forward
exon448_ZCCHC3	5p	chr20	273368	278203	+	forward
exon448_ZCCHC3	3p	chr20	280966	285801	+	reverse
exon449_STK35	exon	chr20	2124430	2129201	+	forward
exon449_STK35	5p	chr20	2112246	2124429	+	forward
exon449_STK35	3p	chr20	2129202	2141385	+	reverse
exon450_BMP2	exon	chr20	6758892	6760927	+	forward
exon450_BMP2	5p	chr20	6755328	6758891	+	forward
exon450_BMP2	3p	chr20	6760928	6764491	+	reverse
exon451_PLCB1	exon	chr20	8862269	8865547	+	forward
exon451_PLCB1	5p	chr20	8861417	8862268	+	forward
exon451_PLCB1	3p	chr20	8865548	8866399	+	reverse
exon452_RALGAPA2	exon	chr20	20370272	20373897	-	forward
exon452_RALGAPA2	5p	chr20	20373898	20381921	-	reverse
exon452_RALGAPA2	3p	chr20	20362248	20370271	-	forward
exon453_THBD	exon	chr20	23026270	23030301	-	forward
exon453_THBD	5p	chr20	23030302	23036713	-	reverse
exon453_THBD	3p	chr20	23019858	23026269	-	forward
exon454_TGIF2	exon	chr20	35219313	35222355	+	forward
exon454_TGIF2	5p	chr20	35210513	35219312	+	forward
exon454_TGIF2	3p	chr20	35222356	35231155	+	reverse
exon455_RPRD1B	exon	chr20	36718128	36720766	+	forward
exon455_RPRD1B	5p	chr20	36705248	36718127	+	forward
exon455_RPRD1B	3p	chr20	36720767	36733646	+	reverse
exon456_MAFB	exon	chr20	39314488	39317880	-	forward
exon456_MAFB	5p	chr20	39317881	39343632	-	reverse
exon456_MAFB	3p	chr20	39288736	39314487	-	forward
exon457_ZHX3	exon	chr20	39830697	39833706	-	forward
exon457_ZHX3	5p	chr20	39833707	39839542	-	reverse
exon457_ZHX3	3p	chr20	39824861	39830696	-	forward
exon458_PARD6B	exon	chr20	49366196	49370278	+	forward
exon458_PARD6B	5p	chr20	49359496	49366195	+	forward
exon458_PARD6B	3p	chr20	49370279	49376978	+	reverse
exon459_NFATC2	exon	chr20	50003494	50007988	-	forward
exon459_NFATC2	5p	chr20	50007989	50010632	-	reverse
exon459_NFATC2	3p	chr20	50000850	50003493	-	forward
exon460_OLIG1	exon	chr21	34442450	34444728	+	forward
exon460_OLIG1	5p	chr21	34438886	34442449	+	forward
exon460_OLIG1	3p	chr21	34444729	34448292	+	reverse
exon461_MN1	exon	chr22	28144265	28147084	-	forward
exon461_MN1	5p	chr22	28147085	28155212	-	reverse
exon461_MN1	3p	chr22	28136137	28144264	-	forward
