exon	gene	chrom	exon_type	strand	exon_len	exon_start	exon_end	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	intergenic_5p_len	intergenic_3p_len	5p_end	5p_elements	3p_end	3p_elements	rec_region_start	rec_region_end	avg_rec_rate	numbp50	numbp75	length_5p	length_3p	divergence
NC_000009.11-21329670-21335431	KLHL9	NC_000009.11	protein_coding	-	5761	21329670	21335431	21335432	21350316	21305313	21329669	14885	24357	NA	none	NA	none	21326831	21360132	1.7592720708688527	3064	15863	14885	24357	0.0008677542519958348
NC_000009.11-25676387-25678856	TUSC1	NC_000009.11	protein_coding	-	2469	25676387	25678856	25678857	25780053	25089150	25676386	101197	587237	NA	none	NA	none	25670057	25682796	2.825393699782609	906	7878	101197	587237	0.0008097165991902834
NC_000009.11-27325207-27330614	MOB3B	NC_000009.11	protein_coding	-	5407	27325207	27330614	27330615	27359031	27297138	27325206	28417	28069	NA	none	NA	none	27325218	27330516	2.9979108038211386	1452	10299	28417	28069	0.0014792899408284023
NC_000009.11-27948084-27950704	LINGO2	NC_000009.11	protein_coding	-	2620	27948084	27950704	27950705	28012352	27610966	27948083	61648	337118	NA	none	NA	none	27919724	27972553	2.0728632507142857	1578	10728	61648	337118	0.00038153376573826786
NC_000009.11-72999513-73002921	KLF9	NC_000009.11	protein_coding	-	3408	72999513	73002921	73002922	73027774	72969790	72999512	24853	29723	NA	none	NA	none	72989390	73007943	1.3314462760465118	3341	16669	24853	29723	0.0002933411557641537
NC_000009.11-73149949-73152321	TRPM3	NC_000009.11	protein_coding	-	2372	73149949	73152321	73152322	73164457	73029574	73149948	12136	120375	NA	none	NA	none	73149956	73152314	1.6985129368749998	2040	12426	12136	120375	0.0008428150021070375
NC_000009.11-79226292-79229516	PRUNE2	NC_000009.11	protein_coding	-	3224	79226292	79229516	79229517	79244107	79164730	79226291	14591	61562	NA	none	NA	none	79225332	79229720	4.180337991549297	548	6014	14591	61562	0.0015503875968992248
NC_000009.11-87425457-87430623	NTRK2	NC_000009.11	protein_coding	+	5166	87425457	87430623	87367001	87425456	87430624	87482157	58456	51534	NA	none	NA	none	87425554	87430559	3.439549247017544	1144	9017	58456	51534	0.0003870718018192375
NC_000009.11-89771488-89774641	C9orf170	NC_000009.11	protein_coding	+	3153	89771488	89774641	89763814	89771487	89774642	90112142	7674	337501	NA	none	NA	none	89655497	89832041	2.0395447686774193	1791	11537	7674	337501	0.0025364616360177552
NC_000009.11-91089993-91093623	SPIN1	NC_000009.11	protein_coding	+	3630	91089993	91093623	91083521	91089992	91093624	91150015	6472	56392	NA	none	91099766	phastConsE-91099766-91100269	91089712	91098206	3.4962889405	836	7560	6472	6142	0.0002754062241806665
NC_000009.11-93657810-93660842	SYK	NC_000009.11	protein_coding	+	3032	93657810	93660842	93650910	93657809	93660843	93825575	6900	164733	NA	none	NA	none	93654022	93663332	3.417560235	751	7122	6900	164733	0.0013188262446422684
NC_000009.11-95607313-95610833	ZNF484	NC_000009.11	protein_coding	-	3520	95607313	95610833	95610834	95618092	95600740	95607312	7259	6573	NA	none	NA	none	95603439	95614505	5.274863697222223	382	4978	7259	6573	0.0008520306731042318
NC_000009.11-99262395-99266071	CDC14B	NC_000009.11	protein_coding	-	3676	99262395	99266071	99266072	99271954	99253619	99262394	5883	8776	NA	none	NA	none	99262445	99266036	2.533978132727273	1418	10119	5883	8776	0.0005439216752787598
NC_000009.11-102625902-102629173	NR4A3	NC_000009.11	protein_coding	+	3271	102625902	102629173	102609898	102625901	102629174	102648598	16004	19425	NA	none	NA	none	102625910	102629148	1.5817683904761906	2618	14389	16004	19425	0.0
NC_000009.11-112930679-112934792	PALM2-AKAP2	NC_000009.11	protein_coding	+	4113	112930679	112934792	112918778	112930678	112934793	112960802	11901	26010	NA	none	NA	none	112930033	112936890	2.0939287490384615	2011	12350	11901	26010	0.0024307243558580457
NC_000009.11-129265456-129269320	MVB12B	NC_000009.11	protein_coding	+	3864	129265456	129269320	129246312	129265455	129269321	129376721	19144	107401	NA	none	NA	none	129262454	129269380	2.3478790306779658	1643	10996	19144	107401	0.0012939958592132505
NC_000009.11-129594766-129600489	ZBTB43	NC_000009.11	protein_coding	+	5723	129594766	129600489	129571195	129594765	129600490	129622943	23571	22454	NA	none	NA	none	129594772	129600414	3.1472553847457623	1413	10152	23571	22454	0.001222921034241789
NC_000009.11-131669436-131671600	LRRC8A	NC_000009.11	protein_coding	+	2164	131669436	131671600	131648401	131669435	131671601	131678374	21035	6774	NA	none	NA	none	131664059	131673268	2.2025811999999996	1290	9573	21035	6774	0.0018475750577367205
NC_000009.11-131937831-131940540	IER5L	NC_000009.11	protein_coding	-	2709	131937831	131940540	131940541	132044694	131911226	131937830	104154	26605	NA	none	NA	none	131937646	131942817	1.4020037415151514	2838	15094	104154	26605	0.0
NC_000009.11-132995269-132999583	NCS1	NC_000009.11	protein_coding	+	4314	132995269	132999583	132988784	132995268	132999584	133028157	6485	28574	NA	none	NA	none	132956388	133000994	9.70036411724138	135	2926	6485	28574	0.0018544274455261937
NC_000009.11-134133465-134136737	FAM78A	NC_000009.11	protein_coding	-	3272	134133465	134136737	134136738	134151243	134110058	134133464	14506	23407	NA	none	NA	none	134132471	134138038	1.95942319137931	1939	12076	14506	23407	0.00458295142071494
NC_000010.10-6274858-6277508	PFKFB3	NC_000010.10	protein_coding	+	2650	6274858	6277508	6268329	6274857	6277509	6334868	6529	57360	NA	none	NA	none	6273208	6277719	3.4335157069767437	668	6682	6529	57360	0.004149377593360996
NC_000010.10-7200586-7205872	SFMBT2	NC_000010.10	protein_coding	-	5286	7200586	7205872	7205873	7212889	6884869	7200585	7017	315717	NA	none	NA	none	7010282	7208960	3.108333592133333	1355	9904	7017	315717	0.004540295119182747
NC_000010.10-11502509-11505848	USP6NL	NC_000010.10	protein_coding	-	3339	11502509	11505848	11505849	11523768	11386674	11502508	17920	115835	NA	none	NA	none	11501142	11508980	2.8782824873239448	1084	8711	17920	115835	0.0008982035928143712
NC_000010.10-12938625-12940679	CCDC3	NC_000010.10	protein_coding	-	2054	12938625	12940679	12940680	13040337	12877546	12938624	99658	61079	NA	none	NA	none	12814979	12991194	2.331877913043478	1137	8921	99658	61079	0.0019464720194647203
NC_000010.10-16632615-16635495	RSU1	NC_000010.10	protein_coding	-	2880	16632615	16635495	16635496	16737021	16564005	16632614	101526	68610	NA	none	NA	none	16625755	16643881	6.179615581875001	219	3707	101526	68610	0.0006942034015966678
NC_000010.10-17837920-17842866	TMEM236	NC_000010.10	protein_coding	+	4946	17837920	17842866	17818170	17837919	17842867	18098331	19750	255465	NA	none	NA	none	17777674	17868488	1.3236224806493508	3977	18593	19750	255465	0.0
NC_000010.10-23728198-23731310	OTUD1	NC_000010.10	protein_coding	+	3112	23728198	23731310	23682397	23728197	23731311	23983674	45801	252364	NA	none	NA	none	23728209	23731305	1.0943208871153844	4112	18965	45801	252364	0.00032123353678124
NC_000010.10-27961803-27964344	MKX	NC_000010.10	protein_coding	-	2541	27961803	27964344	27964345	28023384	27831167	27961802	59040	130636	NA	none	NA	none	27919724	27972553	1.3528261678723403	2905	15306	59040	130636	0.0007867820613690008
NC_000010.10-34398488-34400490	PARD3	NC_000010.10	protein_coding	-	2002	34398488	34400490	34400491	34408540	34061609	34398487	8050	336879	NA	none	NA	none	34390612	34405897	1.9138056309310343	1568	10682	8050	336879	0.0004992511233150275
NC_000010.10-38435660-38439197	ZNF37A	NC_000010.10	protein_coding	+	3537	38435660	38439197	38412281	38435659	38439198	38464598	23379	25401	NA	none	NA	none	38428122	38446433	1.7115385108928574	2444	13820	23379	25401	0.0011305822498586771
NC_000010.10-43678698-43680756	CSGALNACT2	NC_000010.10	protein_coding	+	2058	43678698	43680756	43671481	43678697	43680757	43689980	7217	9224	NA	none	NA	none	43669931	43710348	2.5301649348717947	984	8238	7217	9224	0.0
NC_000010.10-43881065-43883384	HNRNPF	NC_000010.10	protein_coding	-	2319	43881065	43883384	43883385	43890077	43871784	43881064	6693	9281	NA	none	NA	none	43836478	43891512	2.203529869458334	1338	9773	6693	9281	0.0004310344827586207
NC_000010.10-53455246-53459355	CSTF2T	NC_000010.10	protein_coding	-	4109	53455246	53459355	53459356	53564344	53227597	53455245	104989	227649	NA	none	NA	none	53455260	53459231	1.6315521576623377	2811	15025	104989	227649	0.00145985401459854
NC_000010.10-61786056-61789584	ANK3	NC_000010.10	protein_coding	-	3528	61786056	61789584	61789585	61802429	61720672	61786055	12845	65384	NA	none	NA	none	61784943	61804394	1.4753286201724138	2974	15533	12845	65384	0.0005667327854916407
NC_000010.10-68857345-68861309	LRRTM3	NC_000010.10	protein_coding	+	3964	68857345	68861309	68772111	68857344	68861310	68935242	85234	73933	NA	none	NA	none	68740653	70675326	0.6782898799999999	7562	28638	85234	73933	0.0012610340479192938
NC_000010.10-72058726-72061264	LRRC20	NC_000010.10	protein_coding	-	2538	72058726	72061264	72061265	72083618	72026148	72058725	22354	32578	NA	none	NA	none	72050175	72064381	1.0555717246875	4009	18666	22354	32578	0.003940110323089046
NC_000010.10-81142081-81146214	ZCCHC24	NC_000010.10	protein_coding	-	4133	81142081	81146214	81146215	81154031	81115091	81142080	7817	26990	NA	none	NA	none	81142084	81146156	2.801566587804878	1319	9729	7817	26990	0.0024189646831156266
NC_000010.10-86273205-86278277	CCSER2	NC_000010.10	protein_coding	+	5072	86273205	86278277	86259716	86273204	86278278	86320174	13489	41897	NA	none	NA	none	86269039	86278691	3.068912932098766	1338	9830	13489	41897	0.000788488074117879
NC_000010.10-93808397-93812196	CPEB3	NC_000010.10	protein_coding	-	3799	93808397	93812196	93812197	93841076	93790083	93808396	28880	18314	NA	none	NA	none	93808473	93812056	1.6306261113793104	2704	14675	28880	18314	0.0
NC_000010.10-99079022-99081672	FRAT1	NC_000010.10	protein_coding	+	2650	99079022	99081672	99069804	99079021	99081673	99092253	9218	10581	NA	none	NA	none	99076213	99083799	5.265427458843749	283	4231	9218	10581	0.001886080724254998
NC_000010.10-99092254-99094458	FRAT2	NC_000010.10	protein_coding	-	2204	99092254	99094458	99094459	99116457	99081673	99092253	21999	10581	NA	none	NA	none	99090900	99102777	1.5170207375000002	2339	13454	21999	10581	0.004081632653061225
NC_000010.10-105005644-105007773	RPEL1	NC_000010.10	protein_coding	+	2129	105005644	105007773	104953064	105005643	105007774	105036919	52580	29146	NA	none	NA	none	104995627	105008638	0.8103159068181818	5252	22245	52580	29146	0.0004716981132075472
NC_000010.10-105637316-105642599	STN1	NC_000010.10	protein_coding	-	5283	105637316	105642599	105642600	105648829	105615165	105637315	6230	22151	NA	none	NA	none	105637431	105642589	5.154336887432432	606	6404	6230	22151	0.0005677517032551098
NC_000010.10-112836790-112840665	ADRA2A	NC_000010.10	protein_coding	+	3875	112836790	112840665	112773426	112836789	112840666	113909621	63364	1068956	NA	none	113002299	phastConsE-113002299-113002810	112836620	112841630	1.094197252631579	4467	19999	63364	161633	0.0010319917440660474
NC_000010.10-115803806-115806667	ADRB1	NC_000010.10	protein_coding	+	2861	115803806	115806667	115672266	115803805	115806668	115876866	131540	70199	NA	none	NA	none	115802317	115807587	2.03520781625	1703	11205	131540	70199	0.0006988120195667365
NC_000010.10-117704169-117708510	ATRNL1	NC_000010.10	protein_coding	+	4341	117704169	117708510	117607503	117704168	117708511	117816435	96666	107925	NA	none	NA	none	117704340	117708477	3.7798500096774186	852	7659	96666	107925	0.0018424689083371719
NC_000010.10-119764427-119768736	RAB11FIP2	NC_000010.10	protein_coding	-	4309	119764427	119768736	119768737	119793492	119309058	119764426	24756	455369	NA	none	119311302	phastConsE-119310761-119311302	119764430	119768713	1.80554671031746	2525	14104	24756	453124	0.001160092807424594
NC_000010.10-123499936-123503373	ATE1	NC_000010.10	protein_coding	-	3437	123499936	123503373	123503374	123549683	123473552	123499935	46310	26384	NA	none	NA	none	123498128	123506483	1.1265587080000001	4120	18990	46310	26384	0.0014543339150668994
NC_000011.9-1295598-1298483	TOLLIP	NC_000011.9	protein_coding	-	2885	1295598	1298483	1298484	1307231	1283407	1295597	8748	12191	NA	none	NA	none	1294025	1307676	3.2753779452830187	779	7263	8748	12191	0.001386001386001386
NC_000011.9-4673718-4676718	OR51E1	NC_000011.9	protein_coding	+	3000	4673718	4676718	4665261	4673717	4676719	4701400	8457	24682	NA	none	NA	none	4671603	4682446	5.740328413157894	270	4134	8457	24682	0.0013328890369876708
NC_000011.9-4701401-4703991	OR51E2	NC_000011.9	protein_coding	-	2590	4701401	4703991	4703992	4718882	4676719	4701400	14891	24682	NA	none	NA	none	4697101	4707757	5.06645937254902	300	4362	14891	24682	0.0015438054805094559
NC_000011.9-6976921-6979278	ZNF215	NC_000011.9	protein_coding	+	2357	6976921	6979278	6964873	6976920	6979279	7020548	12048	41270	NA	none	NA	none	6975982	6980550	6.677280971641791	143	2960	12048	41270	0.001272264631043257
NC_000011.9-7110165-7112379	RBMXL2	NC_000011.9	protein_coding	+	2214	7110165	7112379	7092758	7110164	7112380	7255996	17407	143617	NA	none	NA	none	7010282	7208960	2.2024142608695656	1306	9640	17407	143617	0.0013544018058690745
NC_000011.9-13030970-13033653	RASSF10	NC_000011.9	protein_coding	+	2683	13030970	13033653	13011096	13030969	13033654	13299273	19874	265620	NA	none	NA	none	13029920	13034705	1.8494706358974355	1903	11939	19874	265620	0.0007451564828614009
NC_000011.9-22644079-22647387	FANCF	NC_000011.9	protein_coding	-	3308	22644079	22647387	22647388	22688159	22513566	22644078	40772	130513	NA	none	NA	none	22627135	22655198	1.4680368398484847	2907	15319	40772	130513	0.0
NC_000011.9-27015628-27018634	FIBIN	NC_000011.9	protein_coding	+	3006	27015628	27018634	26743575	27015627	27018635	27062508	272053	43874	NA	none	NA	none	27001893	27032827	2.294924625882353	1455	10253	272053	43874	0.002327901563019621
NC_000011.9-35250676-35253949	CD44	NC_000011.9	protein_coding	+	3273	35250676	35253949	35244868	35250675	35253950	35272751	5808	18802	NA	none	NA	none	35238754	35264623	2.571663071568628	1283	9560	5808	18802	0.0009163103237629811
NC_000011.9-35639735-35642421	FJX1	NC_000011.9	protein_coding	+	2686	35639735	35642421	35551849	35639734	35642422	35684299	87886	41878	NA	none	NA	none	35637341	35646435	1.7018024823076923	2153	12824	87886	41878	0.0018608113137327876
NC_000011.9-35827908-35832603	TRIM44	NC_000011.9	protein_coding	+	4695	35827908	35832603	35747712	35827907	35832604	35881734	80196	49131	NA	none	NA	none	35828049	35832433	1.5011094288461537	3338	16679	80196	49131	0.002555366269165247
NC_000011.9-36483892-36486754	PRR5L	NC_000011.9	protein_coding	+	2862	36483892	36486754	36472886	36483891	36486755	36505316	11006	18562	NA	none	NA	none	36481364	36490485	2.872666764212766	975	8206	11006	18562	0.0017464198393293748
NC_000011.9-40135749-40137884	LRRC4C	NC_000011.9	protein_coding	-	2135	40135749	40137884	40137885	40162350	40106145	40135748	24466	29604	NA	none	NA	none	40127537	40143936	0.7680924529999998	5591	23202	24466	29604	0.0
NC_000011.9-70313961-70319544	SHANK2	NC_000011.9	protein_coding	-	5583	70313961	70319544	70319545	70331418	70282691	70313960	11874	31270	NA	none	NA	none	68740653	70675326	3.4008529871604933	1238	9430	11874	31270	0.0005372492836676218
NC_000011.9-75851755-75855282	UVRAG	NC_000011.9	protein_coding	+	3527	75851755	75855282	75827060	75851754	75855283	75897369	24695	42087	NA	none	NA	none	75839320	75861696	1.5756354190625004	2728	14749	24695	42087	0.0017006802721088435
NC_000011.9-76061000-76063838	THAP12	NC_000011.9	protein_coding	-	2838	76061000	76063838	76063839	76071999	75946941	76060999	8161	114059	NA	none	NA	none	76054333	76068393	3.7025356884615386	614	6386	8161	114059	0.0
NC_000011.9-85394887-85397320	CCDC89	NC_000011.9	protein_coding	-	2433	85394887	85397320	85397321	85405263	85376183	85394886	7943	18704	NA	none	NA	none	85392336	85400053	2.410006695454545	1183	9127	7943	18704	0.002054231717337716
NC_000011.9-89057521-89060044	NOX4	NC_000011.9	protein_coding	-	2523	89057521	89060044	89060045	89069012	89028928	89057520	8968	28593	NA	none	NA	none	89018293	89063167	3.5134184416666674	615	6388	8968	28593	0.0011885895404120444
NC_000011.9-92877337-92882010	SLC36A4	NC_000011.9	protein_coding	-	4673	92877337	92882010	92882011	92887273	92786041	92877336	5263	91296	NA	none	NA	none	92877429	92881903	3.1758058951612904	1194	9218	5263	91296	0.001069747539580659
NC_000011.9-94758422-94760760	KDM4E	NC_000011.9	protein_coding	+	2338	94758422	94760760	94732679	94758421	94760761	94770592	25743	9832	NA	none	NA	none	94755226	94763672	1.5971665565217383	2222	13056	25743	9832	0.000429000429000429
NC_000011.9-94861541-94865815	ENDOD1	NC_000011.9	protein_coding	+	4274	94861541	94865815	94823392	94861540	94865816	94883702	38149	17887	NA	none	NA	none	94859247	94866290	2.5867412504081635	1522	10543	38149	17887	0.0014035087719298245
NC_000011.9-103907308-103909922	DDI1	NC_000011.9	protein_coding	+	2614	103907308	103909922	103870984	103907307	103909923	104034531	36324	124609	NA	none	NA	none	103907256	103910837	0.8071181350000003	5561	23106	36324	124609	0.0030592734225621415
NC_000012.11-389223-394828	KDM5A	NC_000012.11	protein_coding	-	5605	389223	394828	394829	401924	372040	389222	7096	17183	NA	none	NA	none	389283	394762	4.3680568793650805	844	7655	7096	17183	0.0017838030681412772
NC_000012.11-4918342-4923944	KCNA6	NC_000012.11	protein_coding	+	5602	4918342	4923944	4881893	4918341	4923945	4959903	36449	35959	NA	none	NA	none	4911253	4927798	2.096376984946236	2421	13792	36449	35959	0.001784758165268606
NC_000012.11-5153085-5155954	KCNA5	NC_000012.11	protein_coding	+	2869	5153085	5155954	5142108	5153084	5155955	5343161	10977	187207	NA	none	NA	none	5151637	5158239	2.844478596666667	993	8291	10977	187207	0.0003484320557491289
NC_000012.11-6728001-6730630	LPAR5	NC_000012.11	protein_coding	-	2629	6728001	6730630	6730631	6740750	6716600	6728000	10120	11401	NA	none	NA	none	6720795	6734313	2.8348453959677435	940	8041	10120	11401	0.0022813688212927757
NC_000012.11-16701306-16704261	LMO3	NC_000012.11	protein_coding	-	2955	16701306	16704261	16704262	16713346	16667805	16701305	9085	33501	NA	none	16675602	phastConsE-16674932-16675602	16697527	16709350	5.590436044444445	280	4219	9085	25703	0.0013531799729364006
NC_000012.11-20832964-20837041	PDE3A	NC_000012.11	protein_coding	+	4077	20832964	20837041	20807140	20832963	20837042	20848288	25824	11247	NA	none	NA	none	20626833	20848144	3.623189508205129	867	7723	25824	11247	0.0014713094654242277
NC_000012.11-39945022-39947933	ABCD2	NC_000012.11	protein_coding	-	2911	39945022	39947933	39947934	39967517	39861165	39945021	19584	83857	NA	none	NA	none	39942007	39956265	1.5618003128571432	2524	14078	19584	83857	0.0006868131868131869
NC_000012.11-41463761-41466214	CNTN1	NC_000012.11	protein_coding	+	2453	41463761	41466214	41423022	41463760	41466215	41582249	40739	116035	NA	none	NA	none	41460754	41468516	1.9353557270454544	1698	11182	40739	116035	0.0012224938875305623
NC_000012.11-46298717-46301823	ARID2	NC_000012.11	protein_coding	+	3106	46298717	46301823	46287702	46298716	46301824	46312913	11015	11090	NA	none	NA	none	46265302	46420465	6.329181437434783	227	3786	11015	11090	0.000321853878339234
NC_000012.11-48577366-48579709	CCDC184	NC_000012.11	protein_coding	+	2343	48577366	48579709	48565839	48577365	48579710	48596121	11527	16412	NA	none	NA	none	48566031	48582964	1.914338396888889	1688	11145	11527	16412	0.001279863481228669
NC_000012.11-55342087-55344174	TESPA1	NC_000012.11	protein_coding	-	2087	55342087	55344174	55344175	55354951	55252178	55342086	10777	89909	NA	none	NA	none	55326613	55353653	2.0019087615384614	1485	10361	10777	89909	0.0009578544061302681
NC_000012.11-62102029-62104198	FAM19A2	NC_000012.11	protein_coding	-	2169	62102029	62104198	62104199	62147402	61626734	62102028	43204	475295	NA	none	NA	none	62089916	62106720	2.7696756956249997	862	7663	43204	475295	0.0004608294930875576
NC_000012.11-63037762-63042416	PPM1H	NC_000012.11	protein_coding	-	4654	63037762	63042416	63042417	63060957	62997550	63037761	18541	40212	NA	none	NA	none	63034870	63107253	1.5297603861111115	3247	16400	18541	40212	0.00021482277121374866
NC_000012.11-64536075-64541643	SRGAP1	NC_000012.11	protein_coding	+	5568	64536075	64541643	64521981	64536074	64541644	64580091	14094	38448	NA	none	NA	none	64535471	64545761	1.9053655613749982	2723	14780	14094	38448	0.000897827258035554
NC_000012.11-66357025-66360071	HMGA2	NC_000012.11	protein_coding	+	3046	66357025	66360071	66346317	66357024	66360072	66417399	10708	57328	NA	none	NA	none	66356267	66367687	4.531564808571429	444	5379	10708	57328	0.0003281916639317361
NC_000012.11-70002344-70004942	LRRC10	NC_000012.11	protein_coding	-	2598	70002344	70004942	70004943	70037287	69995358	70002343	32345	6986	NA	none	NA	none	68740653	70675326	3.521080450454546	627	6457	32345	6986	0.0011542901115813775
NC_000012.11-70047389-70049593	BEST3	NC_000012.11	protein_coding	-	2204	70047389	70049593	70049594	70065207	70037568	70047388	15614	9821	NA	none	NA	none	68740653	70675326	3.0573419999999993	724	6971	15614	9821	0.0027210884353741495
NC_000012.11-70824265-70828072	KCNMB4	NC_000012.11	protein_coding	+	3807	70824265	70828072	70794117	70824264	70828073	70909650	30148	81578	NA	none	NA	none	70824363	70828023	0.7469719718867923	6760	26421	30148	81578	0.0007878151260504202
NC_000012.11-74931551-74935232	ATXN7L3B	NC_000012.11	protein_coding	+	3681	74931551	74935232	74686412	74931550	74935233	75057347	245139	122115	NA	none	NA	none	74928092	74935611	1.1000801971333334	4351	19663	245139	122115	0.0013579576317218902
NC_000012.11-81186299-81191505	LIN7A	NC_000012.11	protein_coding	-	5206	81186299	81191505	81191506	81205243	81164497	81186298	13738	21802	NA	none	NA	none	81186232	81196904	3.29134620504673	1230	9386	13738	21802	0.0011522949875168043
NC_000012.11-88886570-88890958	KITLG	NC_000012.11	protein_coding	-	4388	88886570	88890958	88890959	88898935	88593665	88886569	7977	292905	NA	none	NA	none	88878204	88893230	3.5503160020454554	953	8139	7977	292905	0.000911369332421964
NC_000012.11-89981826-89985072	ATP2B1	NC_000012.11	protein_coding	-	3246	89981826	89985072	89985073	89992366	89920040	89981825	7294	61786	NA	none	NA	none	89979794	90007670	3.1868622007692307	895	7841	7294	61786	0.0006159531875577456
NC_000012.11-105150727-105155792	CHST11	NC_000012.11	protein_coding	+	5065	105150727	105155792	104995770	105150726	105155793	105197274	154957	41482	NA	none	NA	none	105150742	105155782	0.5526948501960786	9992	35397	154957	41482	0.0007895775759968417
NC_000012.11-129189635-129192460	TMEM132C	NC_000012.11	protein_coding	+	2825	129189635	129192460	129181961	129189634	129192461	129277738	7674	85278	NA	none	NA	none	129189650	129192428	4.747994583333334	376	4917	7674	85278	0.0038938053097345134
NC_000012.11-129467474-129469509	GLT1D1	NC_000012.11	protein_coding	+	2035	129467474	129469509	129442189	129467473	129469510	129497828	25285	28319	NA	none	NA	none	129464443	129473690	0.8295648203571427	5053	21686	25285	28319	0.002455795677799607
NC_000012.11-133696555-133698610	ZNF891	NC_000012.11	protein_coding	-	2055	133696555	133698610	133698611	133706812	133684261	133696554	8202	12294	NA	none	NA	none	133696125	133700786	1.8044616666666666	1744	11350	8202	12294	0.0009727626459143969
NC_000013.10-20712394-20717444	GJA3	NC_000013.10	protein_coding	-	5050	20712394	20717444	20717445	20735028	20677370	20712393	17584	35024	NA	none	NA	none	20626833	20848144	3.4039060292820533	1141	9002	17584	35024	0.0007920792079207921
NC_000013.10-25670276-25672705	PABPC3	NC_000013.10	protein_coding	+	2429	25670276	25672705	25563095	25670275	25672706	25735816	107181	63111	NA	none	NA	none	25667930	25680242	0.936499818695652	4580	20326	107181	63111	0.002470152326060107
NC_000013.10-37269043-37271976	SERTM1	NC_000013.10	protein_coding	+	2933	37269043	37271976	37248322	37269042	37271977	37368923	20721	96947	NA	none	NA	none	37250700	37277069	1.3057330839999999	3221	16295	20721	96947	0.0010224948875255625
NC_000013.10-37677397-37679801	CSNK1A1L	NC_000013.10	protein_coding	-	2404	37677397	37679801	37679802	38055600	37633851	37677396	375799	43546	NA	none	NA	none	37668630	37688958	8.550109376470587	78	2174	375799	43546	0.0029106029106029108
NC_000013.10-40362472-40365802	COG6	NC_000013.10	protein_coding	+	3330	40362472	40365802	40326766	40362471	40365803	40755945	35706	390143	NA	none	40698692	phastConsE-40698692-40699291	40361938	40371614	1.3546481613207548	3236	16347	35706	332889	0.0
NC_000013.10-41765527-41768711	KBTBD7	NC_000013.10	protein_coding	-	3184	41765527	41768711	41768712	41790515	41745366	41765526	21804	20161	NA	none	NA	none	41761764	41771591	1.1475236550943397	3913	18383	21804	20161	0.0
NC_000013.10-43460524-43462638	EPSTI1	NC_000013.10	protein_coding	-	2114	43460524	43462638	43462639	43469144	43446881	43460523	6506	13643	NA	none	NA	none	43455110	43471919	5.072348390740741	241	3888	6506	13643	0.0
NC_000013.10-46354405-46358192	SIAH3	NC_000013.10	protein_coding	-	3787	46354405	46358192	46358193	46425629	46288695	46354404	67437	65710	NA	none	NA	none	46266331	46469014	3.8013054833902444	750	7136	67437	65710	0.0
NC_000013.10-47315777-47319036	LRCH1	NC_000013.10	protein_coding	+	3259	47315777	47319036	47308134	47315776	47319037	47324674	7643	5638	NA	none	NA	none	47253524	47416908	2.648165588679247	1221	9299	7643	5638	0.0006134969325153375
NC_000013.10-47324675-47327176	LRCH1	NC_000013.10	protein_coding	+	2501	47324675	47327176	47319037	47324674	47327177	47345390	5638	18214	NA	none	NA	none	47253524	47416908	3.2877017518181817	693	6810	5638	18214	0.0003996802557953637
NC_000013.10-49882786-49885129	CAB39L	NC_000013.10	protein_coding	-	2343	49882786	49885129	49885130	49906082	49867623	49882785	20953	15163	NA	none	NA	none	49878961	49892156	1.2535019125806446	3126	15999	20953	15163	0.0004266211604095563
NC_000013.10-51285162-51287376	DLEU7	NC_000013.10	protein_coding	-	2214	51285162	51287376	51287377	51381990	51102780	51285161	94614	182382	NA	none	NA	none	51280774	51294774	0.5529458058333333	8061	30097	94614	182382	0.0013544018058690745
NC_000013.10-51854586-51858377	FAM124A	NC_000013.10	protein_coding	+	3791	51854586	51858377	51827751	51854585	51858378	51915167	26835	56790	NA	none	NA	none	51834902	51894750	2.4964474823611114	1481	10369	26835	56790	0.0015822784810126582
NC_000013.10-58205789-58209245	PCDH17	NC_000013.10	protein_coding	+	3456	58205789	58209245	57890552	58205788	58209246	58240601	315237	31356	NA	none	NA	none	58194645	58228129	0.683730792	7199	27643	315237	31356	0.0011570726063060456
NC_000013.10-58298746-58303065	PCDH17	NC_000013.10	protein_coding	+	4319	58298746	58303065	58240968	58298745	58303066	58739960	57778	436895	NA	none	NA	none	58295347	58306872	0.8389091370422536	6242	24984	57778	436895	0.000462962962962963
NC_000013.10-66876966-66879160	PCDH9	NC_000013.10	protein_coding	-	2194	66876966	66879160	66879161	67205341	66792457	66876965	326181	84509	NA	none	NA	none	66872727	66889299	1.33218466	2810	15003	326181	84509	0.0
NC_000013.10-72012098-72014824	DACH1	NC_000013.10	protein_coding	-	2726	72012098	72014824	72014825	72049272	71742550	72012097	34448	269548	72038487	phastConsE-72038487-72039241	NA	none	72011050	72015620	4.5455477004999985	396	5056	23662	269548	0.0
NC_000013.10-98116459-98120252	RAP2A	NC_000013.10	protein_coding	+	3793	98116459	98120252	98087039	98116458	98120253	98127956	29420	7704	NA	none	NA	none	98024837	98140049	5.210384471282051	424	5262	29420	7704	0.0007907221929362151
NC_000013.10-107820879-107823134	FAM155A	NC_000013.10	protein_coding	-	2255	107820879	107823134	107823135	107862931	107516677	107820878	39797	304202	NA	none	NA	none	107819408	107825454	2.482684088888889	1074	8650	39797	304202	0.0008865248226950354
